id,ad_ry_mean,md_ry_mean,bt_ry_mean
4631,1211,1244,1219
4632,238,253,246
4633,509,548,514
4634,488,532,494
4635,1450,1552,1452
4636,349,402,369
4637,414,424,401
4638,228,255,252
4639,517,551,531
4640,171,183,173
4641,297,351,325
4642,170,180,181
4643,315,326,314
4644,140,140,128
4645,118,128,123
4646,202,186,194
4647,272,288,267
4648,221,211,201
4649,481,477,449
4650,110,110,103
4651,600,636,587
4652,90,94,83
4653,873,806,774
4654,166,152,149
4655,338,336,338
4656,288,283,273
4657,863,887,810
4658,272,278,257
4659,250,234,229
4660,179,183,171
4661,149,149,138
4662,87,86,76
4663,122,125,114
4664,82,86,77
4665,400,380,378
4666,165,147,144
4667,140,146,133
4668,728,645,665
4669,369,365,364
4670,246,243,228
4671,557,554,533
4672,123,124,115
4673,1041,1040,964
4674,125,121,116
4675,951,929,905
4676,213,204,208
4677,400,389,391
4678,370,363,350
4679,991,942,909
4680,332,348,337
4681,332,332,312
4682,198,190,189
4683,364,344,345
4684,146,130,128
4685,213,210,210
4686,136,141,122
4687,546,542,575
4688,213,220,224
4689,66,78,69
4690,470,453,447
4691,381,404,418
4692,364,367,353
4693,532,541,522
4694,70,71,69
4695,1214,1100,1164
4696,150,146,141
4697,1144,1120,1146
4698,203,202,201
4699,397,418,420
4700,413,426,420
4701,1489,1450,1429
4702,262,291,289
4703,374,375,369
4704,244,257,273
4705,244,261,260
4706,206,208,207
4707,188,198,192
4708,87,91,93
4709,137,158,157
4710,407,413,404
4711,118,123,120
4712,65,62,57
4713,163,169,184
4714,666,675,651
4715,1608,1456,1557
4716,358,353,360
4717,2321,2087,2279
4718,1319,1261,1344
4719,1198,1135,1192
4720,283,279,285
4721,1015,1056,1006
4722,2291,2214,2420
4723,556,607,575
4724,278,274,292
4725,552,578,553
4726,208,215,210
4727,400,410,410
4728,112,108,109
4729,365,380,372
4730,288,294,302
4731,220,223,221
4732,143,162,145
4733,228,221,234
4734,51,47,44
4735,235,281,282
4736,208,195,239
4737,465,460,578
4738,144,149,146
4739,158,145,163
4740,63,53,55
4741,487,452,476
4742,174,193,180
4743,331,291,315
4744,272,258,262
4745,231,254,267
4746,123,147,160
4747,215,239,250
4748,147,156,149
4749,71,71,69
4750,105,86,92
4751,230,260,253
4752,77,73,74
4753,201,187,214
4754,99,101,97
4755,50,45,49
4756,51,43,46
4757,122,127,123
4758,77,59,75
4759,288,265,267
4760,43,40,41
4761,95,86,86
4762,25,24,25
4763,263,241,259
4764,39,35,36
4765,187,193,184
4766,179,155,160
4767,183,172,171
4768,46,38,42
4769,80,68,80
4770,38,38,37
4771,32,28,31
4772,47,40,46
4773,87,87,90
4774,32,31,33
4775,204,223,239
4776,76,79,72
4777,102,124,105
4778,536,506,473
4779,290,316,288
4780,228,223,232
4781,896,976,910
4782,198,212,210
4783,1415,1637,1424
4784,229,251,232
4785,803,821,762
4786,262,258,254
4787,576,674,603
4788,286,310,292
4789,676,736,662
4790,416,437,452
4791,357,356,356
4792,527,593,531
4793,325,350,350
4794,300,315,307
4795,169,190,180
4796,117,123,121
4797,127,126,127
4798,254,255,265
4799,433,386,420
4800,452,438,445
4801,447,479,488
4802,188,175,174
4803,795,746,773
4804,263,238,256
4805,1326,1358,1387
4806,249,235,257
4807,579,570,552
4808,235,232,239
4809,881,833,879
4810,581,570,559
4811,546,531,520
4812,877,834,851
4813,467,457,465
4814,280,268,293
4815,728,714,717
4816,356,337,341
4817,473,460,471
4818,315,291,308
4819,47,39,46
4820,77,81,83
4821,78,70,79
4822,39,31,36
4823,137,125,146
4824,98,93,101
4825,205,181,204
4826,69,60,70
4827,438,355,424
4828,80,79,84
4829,325,285,332
4830,113,110,121
4831,167,145,172
4832,163,139,162
4833,258,243,264
4834,109,104,106
4835,121,120,121
4836,124,118,124
4837,142,139,152
4838,73,58,70
4839,57,48,59
4840,66,59,69
4841,228,255,253
4842,208,202,207
4843,283,285,284
4844,197,181,198
4845,488,573,576
4846,452,457,479
4847,2253,2200,2185
4848,787,752,799
4849,6605,6440,6852
4850,1469,1459,1427
4851,1972,1918,2040
4852,941,919,992
4853,1674,1595,1739
4854,1606,1546,1692
4855,1293,1340,1345
4856,816,820,902
4857,1293,1211,1341
4858,1034,1037,1108
4859,1731,1771,1847
4860,328,319,372
4861,272,270,281
4862,609,612,645
4863,287,346,322
4864,461,436,428
4865,473,460,446
4866,531,551,514
4867,574,603,577
4868,557,549,557
4869,1753,1578,1589
4870,566,520,531
4871,3363,3142,3020
4872,374,398,370
4873,1275,1259,1241
4874,452,449,444
4875,1438,1381,1405
4876,1323,1211,1281
4877,1077,1114,1057
4878,1603,1479,1542
4879,850,879,953
4880,734,737,713
4881,1073,1008,1005
4882,283,267,270
4883,558,539,506
4884,733,784,751
4885,148,154,152
4886,269,262,270
4887,228,236,221
4888,121,130,120
4889,237,262,248
4890,359,353,347
4891,709,744,720
4892,278,270,278
4893,1776,1895,1863
4894,238,247,246
4895,845,878,868
4896,297,305,302
4897,594,626,603
4898,748,762,739
4899,832,888,868
4900,617,673,668
4901,340,355,350
4902,378,379,400
4903,404,422,415
4904,112,127,112
4905,220,233,231
4906,268,272,255
4907,137,123,145
4908,14,14,14
4909,28,28,30
4910,153,117,148
4911,31,28,30
4912,50,45,49
4913,289,286,297
4914,84,79,84
4915,654,598,649
4916,20,15,20
4917,272,262,280
4918,35,30,36
4919,225,202,207
4920,138,136,142
4921,305,311,322
4922,49,46,47
4923,29,30,31
4924,46,37,45
4925,112,119,118
4926,17,17,18
4927,24,25,26
4928,41,35,45
4929,131,144,144
4930,173,163,172
4931,101,104,96
4932,86,87,79
4933,201,204,192
4934,181,161,170
4935,563,551,558
4936,148,153,156
4937,2126,2115,2178
4938,184,171,183
4939,585,587,585
4940,204,191,195
4941,485,478,477
4942,333,326,319
4943,665,655,658
4944,349,336,355
4945,310,290,303
4946,380,380,375
4947,322,320,321
4948,107,109,111
4949,108,103,110
4950,136,135,138
4951,257,273,274
4952,84,89,85
4953,142,140,139
4954,245,247,236
4955,216,211,202
4956,222,217,225
4957,739,748,745
4958,269,294,283
4959,1896,1999,1959
4960,107,103,100
4961,727,756,804
4962,158,151,167
4963,687,708,732
4964,464,506,489
4965,870,927,888
4966,308,317,351
4967,341,354,369
4968,290,322,310
4969,778,755,804
4970,119,116,119
4971,160,169,173
4972,332,339,330
4973,163,146,174
4974,44,39,40
4975,43,39,39
4976,195,185,202
4977,141,129,151
4978,73,70,70
4979,161,156,180
4980,29,28,28
4981,210,210,250
4982,31,31,32
4983,133,130,144
4984,39,35,36
4985,98,89,99
4986,91,88,94
4987,78,79,78
4988,79,73,74
4989,84,78,79
4990,54,55,52
4991,72,69,76
4992,83,71,75
4993,67,72,67
4994,50,48,46
4995,63,55,75
4996,32,27,34
4997,38,30,36
4998,12,8,10
4999,82,63,82
5000,200,167,213
5001,303,220,288
5002,59,44,58
5003,195,148,189
5004,28,20,28
5005,350,273,343
5006,137,106,142
5007,209,158,194
5008,316,255,305
5009,341,251,322
5010,109,87,118
5011,117,95,133
5012,78,58,84
5013,29,27,31
5014,17,12,17
5015,35,32,37
5016,25,20,25
5017,26,21,26
5018,36,34,35
5019,37,36,39
5020,25,22,24
5021,70,53,61
5022,103,78,105
5023,237,187,240
5024,28,21,29
5025,69,54,59
5026,20,16,19
5027,183,147,193
5028,76,57,73
5029,177,146,185
5030,149,119,154
5031,156,134,164
5032,101,71,96
5033,112,106,133
5034,36,26,35
5035,88,69,85
5036,26,19,22
5037,73,59,70
5038,43,31,35
5039,138,148,146
5040,58,59,57
5041,52,51,52
5042,81,71,78
5043,235,242,237
5044,398,385,384
5045,558,489,524
5046,93,90,88
5047,632,531,570
5048,104,104,102
5049,1088,1081,1103
5050,286,266,284
5051,400,364,391
5052,897,802,853
5053,800,720,749
5054,233,246,246
5055,292,294,290
5056,237,203,224
5057,134,129,135
5058,146,143,142
5059,138,131,146
5060,52,52,57
5061,23,24,25
5062,92,79,100
5063,181,157,183
5064,24,19,24
5065,246,210,263
5066,149,122,152
5067,819,661,855
5068,367,361,375
5069,290,241,308
5070,119,119,134
5071,192,156,199
5072,123,100,121
5073,858,750,913
5074,452,389,485
5075,223,198,223
5076,77,63,81
5077,145,133,156
5078,124,117,134
5079,398,360,397
5080,66,52,64
5081,178,157,185
5082,228,217,231
5083,110,124,125
5084,122,123,127
5085,116,111,114
5086,104,110,101
5087,214,239,235
5088,354,366,362
5089,513,482,502
5090,115,114,117
5091,374,343,358
5092,75,80,77
5093,543,531,551
5094,207,204,194
5095,484,458,466
5096,578,576,577
5097,615,566,581
5098,195,219,202
5099,208,235,216
5100,125,133,129
5101,111,109,104
5102,95,91,92
5103,152,153,148
5104,75,79,71
5105,94,102,104
5106,119,121,121
5107,37,41,40
5108,32,30,30
5109,146,149,142
5110,170,151,173
5111,466,419,453
5112,60,56,61
5113,295,265,297
5114,95,84,91
5115,595,526,578
5116,129,135,131
5117,412,359,415
5118,349,303,350
5119,349,293,336
5120,130,116,125
5121,125,129,133
5122,130,132,138
5123,56,53,58
5124,79,75,85
5125,109,107,112
5126,47,47,45
5149,270,266,283
5150,154,156,161
5151,38,39,36
5152,72,68,62
5153,392,397,386
5154,406,422,417
5155,392,387,390
5156,49,52,46
5157,1074,1033,1002
5158,147,153,152
5159,995,1004,1056
5160,236,253,246
5161,316,338,319
5162,465,482,491
5163,716,708,720
5164,237,252,264
5165,270,277,275
5166,348,368,349
5167,97,101,102
5168,253,254,259
5169,130,131,134
5170,57,58,58
5171,196,217,211
5172,198,184,188
5173,130,116,135
5174,238,232,231
5175,289,290,288
5176,171,157,157
5177,451,424,470
5178,100,104,105
5179,691,651,675
5180,116,112,115
5181,358,340,357
5182,123,114,126
5183,400,365,388
5184,341,340,361
5185,267,267,271
5186,178,186,182
5187,229,225,222
5188,103,103,107
5189,194,193,196
5190,262,241,258
5191,164,155,168
5192,170,171,175
5193,107,104,107
5194,127,106,111
5195,90,87,85
5196,53,43,44
5197,242,250,253
5198,436,410,436
5199,631,536,591
5200,132,117,135
5201,632,554,596
5202,165,145,169
5203,739,618,693
5204,198,178,197
5205,457,425,450
5206,807,710,812
5207,320,290,304
5208,167,150,177
5209,312,302,310
5210,184,161,174
5211,106,98,107
5212,191,160,186
5213,217,218,238
5214,69,66,67
5215,16,17,18
5216,28,24,29
5217,58,42,53
5218,16,13,13
5219,44,30,40
5220,61,42,63
5221,188,144,188
5222,45,35,45
5223,25,17,25
5224,11,9,10
5225,42,27,38
5226,42,33,41
5227,111,72,95
5228,146,98,130
5229,34,28,34
5230,62,41,60
5231,172,129,184
5232,14,12,15
5233,44,38,44
5234,33,25,32
5235,130,93,119
5236,43,29,44
5237,63,58,69
5238,222,211,240
5239,201,158,204
5240,67,57,65
5241,571,541,617
5242,248,236,247
5243,553,506,566
5244,353,325,378
5245,374,379,379
5246,118,109,130
5247,437,450,453
5248,189,166,199
5249,751,710,763
5250,597,532,582
5251,293,274,291
5252,144,151,164
5253,328,319,330
5254,109,103,116
5255,115,124,127
5256,421,379,407
5257,365,346,412
5258,91,76,93
5259,167,187,179
5260,392,397,376
5261,347,349,318
5262,129,119,121
5263,641,723,665
5264,379,380,342
5265,662,691,630
5266,301,332,293
5267,773,854,774
5268,176,175,160
5269,887,922,813
5270,246,252,244
5271,778,865,808
5272,859,852,808
5273,629,694,621
5274,275,286,282
5275,551,541,505
5276,222,219,204
5277,170,182,165
5278,745,717,673
5279,392,408,374
5280,143,157,146
5281,29,24,25
5282,586,520,586
5283,46,46,43
5284,102,90,107
5285,268,249,267
5286,89,62,79
5287,295,273,291
5288,89,76,76
5289,442,413,445
5290,22,20,20
5291,372,363,376
5292,53,49,51
5293,506,456,483
5294,457,424,431
5295,259,262,282
5296,212,165,210
5297,168,136,167
5298,82,70,72
5299,162,157,176
5300,351,306,334
5301,127,108,133
5302,36,36,35
5303,35,33,40
5304,70,65,76
5305,58,51,59
5306,35,28,29
5307,240,228,226
5308,97,95,99
5309,224,212,232
5310,86,81,85
5311,150,138,150
5312,77,72,84
5313,279,268,286
5314,59,54,60
5315,379,364,390
5316,284,261,285
5317,128,121,124
5318,31,30,34
5319,114,115,126
5320,37,36,42
5321,25,22,23
5322,399,356,423
5323,204,199,195
5324,15,13,14
5325,208,225,261
5326,36,35,39
5327,47,37,43
5328,34,22,37
5329,215,191,203
5330,223,213,214
5331,375,302,345
5332,105,81,102
5333,297,235,263
5334,80,77,80
5335,702,532,685
5336,177,166,166
5337,233,187,182
5338,687,512,628
5339,238,191,212
5340,164,147,158
5341,180,169,161
5342,63,54,61
5343,44,39,43
5344,37,28,34
5345,99,97,108
5346,18,13,15
5347,95,111,102
5348,101,86,90
5349,77,67,73
5350,69,65,64
5351,170,181,181
5352,155,154,153
5353,157,165,161
5354,42,38,45
5355,424,432,430
5356,143,158,146
5357,338,359,337
5358,96,85,87
5359,129,132,138
5360,137,139,150
5361,272,281,260
5362,174,171,165
5363,224,248,232
5364,97,99,97
5365,107,98,106
5366,100,91,94
5367,215,221,208
5368,91,75,77
5369,299,322,296
5370,337,294,291
5371,328,289,299
5372,116,97,101
5373,432,490,470
5374,304,298,298
5375,490,500,494
5376,304,315,317
5377,556,628,540
5378,335,250,247
5379,407,372,443
5380,343,334,303
5381,504,521,513
5382,511,451,473
5383,259,246,278
5384,418,303,341
5385,317,253,324
5386,200,132,153
5387,333,356,318
5388,181,116,130
5389,263,185,207
5390,115,104,91
5391,73,63,57
5392,318,219,208
5393,266,197,209
5394,79,49,56
5395,329,347,283
5396,182,159,146
5397,698,650,725
5398,419,380,357
5399,1491,1464,1464
5400,326,233,284
5401,383,291,378
5402,209,166,158
5403,468,438,513
5404,296,235,261
5405,380,296,348
5406,183,122,160
5407,220,132,178
5408,390,223,314
5409,734,729,656
5410,152,87,133
5411,200,127,147
5412,441,374,389
5413,60,66,63
5414,250,248,195
5415,94,89,72
5416,5,3,5
5417,226,356,229
5418,103,110,94
5419,112,134,137
5420,149,158,133
5421,183,268,200
5422,55,55,51
5423,285,305,284
5424,182,199,181
5425,207,236,231
5426,186,197,173
5427,172,154,147
5428,58,52,53
5429,75,61,69
5430,55,40,44
5431,62,80,54
5432,146,119,113
5433,101,76,82
5434,40,35,33
5435,698,645,598
5436,215,160,150
5437,286,257,241
5438,300,241,238
5439,398,444,397
5440,782,718,709
5441,634,697,701
5442,295,303,257
5443,383,463,410
5444,172,141,156
5445,949,731,957
5446,475,450,416
5447,455,444,485
5448,439,364,463
5449,573,411,554
5450,278,189,251
5451,505,314,452
5452,337,213,245
5453,217,215,176
5454,231,127,169
5455,339,217,253
5456,88,68,66
5457,506,483,520
5458,149,152,160
5459,195,184,174
5460,39,36,41
5461,491,682,647
5462,934,980,1153
5463,796,804,1169
5464,218,231,215
5465,343,402,452
5466,235,201,256
5467,1025,850,1440
5468,493,484,485
5469,327,344,431
5470,653,548,787
5471,607,525,839
5472,378,295,454
5473,479,356,580
5474,278,188,265
5475,154,172,164
5476,112,75,115
5477,180,140,192
5478,70,66,71
5479,6,6,8
5480,39,43,40
5481,101,112,98
5482,26,28,26
5483,105,189,122
5484,45,57,45
5485,135,162,154
5486,228,248,236
5487,28,48,31
5488,21,29,26
5489,45,57,49
5490,39,51,42
5491,336,379,408
5492,119,139,129
5493,30,29,32
5494,26,27,29
5495,46,41,54
5496,26,22,30
5497,57,86,61
5498,28,23,28
5499,56,51,57
5500,26,36,27
5501,60,46,44
5502,150,116,119
5503,129,110,102
5504,57,28,37
5505,193,218,173
5506,77,69,64
5507,404,446,424
5508,257,247,231
5509,1096,1146,1174
5510,315,267,273
5511,126,119,136
5512,145,142,121
5513,571,605,614
5514,288,264,297
5515,104,86,95
5516,199,156,181
5517,317,221,293
5518,147,85,126
5519,68,67,58
5520,117,72,98
5521,199,136,168
5522,44,31,33
5523,194,164,148
5524,407,311,319
5525,309,215,219
5526,119,64,88
5527,513,638,536
5528,395,369,374
5529,305,339,355
5530,210,211,170
5531,258,336,298
5532,170,130,138
5533,454,460,508
5534,308,297,283
5535,329,364,378
5536,348,296,358
5537,453,353,406
5538,206,140,197
5539,384,267,397
5540,151,86,130
5541,197,192,144
5542,238,140,192
5543,218,108,154
5544,132,99,109
5545,163,156,167
5546,486,389,493
5547,123,85,114
5548,60,38,59
5549,316,433,409
5550,315,312,387
5551,520,629,666
5552,259,247,280
5553,588,700,781
5554,600,448,710
5555,453,399,587
5556,250,239,280
5557,353,353,437
5558,550,394,682
5559,380,337,535
5560,293,180,372
5561,434,277,496
5562,295,157,310
5563,200,235,227
5564,182,107,187
5565,399,234,371
5566,268,205,264
5567,167,203,174
5568,186,190,179
5569,404,433,371
5570,21,21,17
5571,493,700,547
5572,153,180,162
5573,539,648,641
5574,175,204,173
5575,65,94,74
5576,57,57,58
5577,198,218,242
5578,185,211,172
5579,396,448,483
5580,254,291,316
5581,128,140,150
5582,64,58,70
5583,248,220,272
5584,167,128,165
5585,67,97,67
5586,33,23,31
5587,388,309,364
5588,46,45,47
5589,193,194,190
5590,234,206,205
5591,145,124,130
5592,85,66,83
5593,292,397,337
5594,251,267,271
5595,300,329,382
5596,181,180,189
5597,1876,2210,2324
5598,240,214,254
5599,371,327,439
5600,226,250,242
5601,240,247,316
5602,256,292,326
5603,478,445,502
5604,353,283,403
5605,337,248,375
5606,212,186,255
5607,292,329,323
5608,210,141,204
5609,169,127,158
5610,103,91,106
5611,258,256,283
5612,286,252,266
5613,174,166,157
5614,118,84,99
5615,270,335,361
5616,282,284,354
5617,350,405,483
5618,159,153,153
5619,823,1017,1103
5620,206,203,257
5621,407,351,540
5622,224,249,248
5623,252,239,292
5624,238,196,282
5625,503,422,741
5626,401,285,558
5627,307,213,388
5628,168,137,197
5629,280,341,335
5630,156,111,150
5631,181,130,171
5632,121,107,113
5633,189,186,170
5634,60,60,48
5635,122,109,102
5636,260,225,219
5637,115,141,106
5638,161,167,129
5639,275,299,269
5640,198,197,198
5641,459,491,454
5642,56,51,50
5643,240,273,246
5644,122,113,98
5645,325,324,328
5646,211,204,203
5647,311,281,276
5648,130,98,103
5649,58,41,47
5650,91,70,77
5651,245,270,223
5652,31,23,23
5653,85,66,73
5654,187,153,152
5655,100,114,118
5656,108,106,115
5657,88,95,103
5658,84,79,87
5659,170,244,200
5660,123,128,142
5661,266,323,371
5662,149,172,163
5663,767,897,1136
5664,122,109,146
5665,192,209,281
5666,131,146,142
5667,271,299,356
5668,166,164,186
5669,256,246,367
5670,178,132,195
5671,184,142,214
5672,183,171,226
5673,114,139,129
5674,55,43,57
5675,83,69,96
5676,52,49,57
5677,65,78,65
5678,68,70,58
5679,104,103,91
5680,54,51,49
5681,135,224,163
5682,349,381,349
5683,276,317,307
5684,122,143,122
5685,205,288,228
5686,28,29,27
5687,147,169,157
5688,43,57,45
5689,222,268,270
5690,197,237,246
5691,117,134,127
5692,61,59,60
5693,103,78,97
5694,31,27,28
5695,54,80,57
5696,24,23,25
5697,59,50,51
5698,76,72,73
5699,61,82,76
5700,96,106,113
5701,178,190,180
5702,6,3,4
5703,4,4,7
5704,171,286,242
5705,400,463,497
5706,314,358,394
5707,131,154,149
5708,220,263,248
5709,102,107,132
5710,127,160,168
5711,107,174,146
5712,234,264,344
5713,282,269,314
5714,184,191,199
5715,167,147,194
5716,189,152,220
5717,107,72,102
5718,33,55,38
5719,89,65,102
5720,109,81,119
5721,68,66,77
5722,40,53,37
5723,450,425,466
5724,227,231,245
5725,4,3,3
5726,3,2,4
5727,315,437,372
5728,178,216,200
5729,198,227,214
5730,208,223,203
5731,234,302,268
5732,126,118,146
5733,84,88,105
5734,266,287,265
5735,174,204,216
5736,195,203,244
5737,183,197,202
5738,226,170,286
5739,423,353,513
5740,146,102,162
5741,102,142,108
5742,233,174,229
5743,289,222,298
5744,36,39,36
5745,271,203,231
5746,170,131,151
5747,209,149,184
5748,130,72,112
5749,594,742,721
5750,306,273,335
5751,391,463,511
5752,182,150,191
5753,663,734,846
5754,180,145,191
5755,363,337,477
5756,410,380,443
5757,388,383,498
5758,323,314,425
5759,358,282,423
5760,191,146,224
5761,268,158,309
5762,298,150,251
5763,296,314,301
5764,115,72,126
5765,243,141,248
5766,59,50,58
5767,31,40,35
5768,140,148,130
5769,171,160,152
5770,38,43,35
5771,265,434,335
5772,111,138,119
5773,243,332,296
5774,234,283,257
5775,161,280,221
5776,136,134,132
5777,120,163,160
5778,118,145,114
5779,287,378,396
5780,150,205,194
5781,90,102,102
5782,69,64,85
5783,162,136,179
5784,54,45,51
5785,113,146,112
5786,109,89,106
5787,177,172,183
5788,79,72,79
5789,52,57,52
5790,65,73,68
5791,73,73,74
5792,7,6,8
5793,71,129,85
5794,85,118,96
5795,65,97,85
5796,54,64,51
5797,117,180,132
5798,47,58,53
5799,62,83,81
5800,103,157,122
5801,60,89,77
5802,45,52,64
5803,82,98,89
5804,78,97,95
5805,125,121,131
5806,87,85,99
5807,44,59,42
5808,35,36,40
5809,71,64,74
5810,27,33,24
5811,36,45,39
5812,96,98,96
5813,379,355,339
5814,18,16,16
5815,213,311,262
5816,195,207,218
5817,973,1177,1247
5818,558,597,554
5819,203,254,238
5820,129,131,132
5821,242,237,280
5822,133,157,132
5823,722,848,968
5824,447,463,573
5825,70,79,81
5826,119,109,127
5827,84,78,102
5828,151,108,145
5829,175,203,194
5830,31,27,33
5831,150,125,151
5832,108,99,105
5833,555,579,572
5834,118,115,131
5835,130,125,128
5836,52,42,52
5837,281,403,347
5838,382,464,456
5839,277,357,359
5840,126,127,126
5841,276,330,333
5842,152,127,158
5843,728,620,836
5844,297,315,326
5845,204,245,234
5846,284,292,338
5847,409,374,504
5848,237,198,270
5849,266,190,290
5850,124,88,114
5851,63,69,69
5852,99,70,101
5853,132,98,132
5854,15,19,18
5855,163,125,107
5856,267,271,250
5857,182,167,145
5858,93,98,70
5859,234,239,284
5860,223,182,209
5861,384,480,408
5862,167,153,143
5863,195,179,177
5864,283,238,232
5865,420,441,371
5866,162,149,135
5867,315,320,345
5868,620,508,619
5869,124,106,112
5870,356,256,346
5871,204,154,172
5872,143,171,128
5873,183,136,137
5874,193,123,131
5875,149,130,109
5876,144,162,117
5877,43,25,29
5878,211,181,169
5879,207,154,151
5880,68,49,48
5881,272,234,268
5882,168,127,135
5883,564,582,509
5884,315,262,257
5885,695,573,604
5886,368,261,301
5887,425,405,398
5888,130,91,93
5889,364,346,362
5890,431,328,390
5891,187,138,168
5892,162,87,134
5893,186,121,159
5894,273,244,222
5895,342,260,326
5896,119,61,89
5897,153,101,110
5898,340,350,324
5899,22,14,17
5900,117,135,115
5901,40,38,31
5902,3,3,3
5903,91,100,100
5904,62,63,60
5905,64,100,72
5906,56,59,56
5907,59,66,63
5908,39,38,33
5909,117,168,128
5910,72,68,51
5911,123,135,134
5912,92,83,91
5913,48,57,59
5914,50,36,37
5915,39,27,28
5916,39,56,32
5917,26,25,22
5918,102,84,87
5919,43,39,37
5920,55,51,42
5921,264,225,213
5922,99,94,79
5923,118,99,96
5924,184,160,137
5925,171,160,184
5926,335,300,336
5927,456,575,490
5928,137,126,118
5929,112,110,123
5930,107,80,84
5931,673,780,697
5932,217,189,178
5933,192,185,193
5934,330,249,299
5935,228,167,214
5936,165,98,137
5937,225,166,194
5938,125,127,111
5939,113,72,86
5940,102,66,84
5941,93,81,80
5942,60,71,59
5943,167,146,162
5944,103,114,115
5945,88,80,90
5946,28,25,26
5947,193,225,297
5948,439,432,539
5949,485,638,660
5950,107,101,111
5951,129,125,159
5952,163,145,173
5953,727,876,958
5954,242,216,247
5955,191,199,253
5956,400,315,447
5957,319,292,440
5958,216,140,239
5959,164,142,195
5960,167,177,167
5961,51,44,42
5962,85,58,78
5963,112,104,107
5964,72,65,58
5965,3,3,2
5966,36,43,39
5967,42,45,44
5968,17,23,20
5969,55,72,71
5970,41,48,42
5971,71,119,89
5972,116,137,143
5973,15,21,17
5974,25,27,26
5975,43,68,52
5976,26,30,24
5977,183,221,230
5978,79,82,88
5979,15,17,19
5980,28,24,27
5981,28,30,32
5982,24,36,25
5983,25,25,28
5984,24,23,21
5985,32,37,36
5986,39,36,31
5987,26,18,17
5988,81,78,64
5989,66,50,51
5990,31,27,24
5991,116,96,97
5992,50,51,44
5993,249,296,243
5994,135,110,114
5995,464,451,462
5996,177,133,127
5997,95,117,94
5998,63,54,48
5999,331,320,344
6000,256,236,229
6001,37,31,31
6002,129,75,101
6003,122,81,95
6004,61,70,53
6005,30,23,25
6006,82,55,61
6007,85,70,71
6008,44,36,36
6009,73,51,50
6010,265,242,266
6011,112,87,95
6012,76,54,51
6013,208,193,277
6014,241,207,245
6015,158,202,183
6016,79,70,66
6017,98,85,104
6018,133,101,103
6019,271,322,300
6020,124,102,95
6021,157,148,190
6022,303,251,305
6023,115,88,123
6024,134,77,113
6025,125,76,114
6026,117,118,87
6027,70,47,49
6028,158,93,124
6029,80,64,66
6030,103,117,109
6031,55,38,57
6032,383,340,404
6033,63,44,60
6034,39,33,33
6035,153,199,252
6036,224,199,248
6037,340,480,448
6038,149,121,165
6039,204,222,286
6040,451,346,482
6041,326,401,435
6042,169,123,177
6043,213,166,230
6044,419,344,577
6045,163,143,244
6046,199,122,223
6047,183,160,268
6048,132,148,146
6049,93,73,89
6050,127,82,132
6051,155,131,177
6052,246,218,241
6053,87,83,79
6054,131,135,124
6055,224,223,213
6056,19,22,16
6057,234,249,332
6058,85,91,95
6059,393,489,411
6060,120,126,121
6061,32,34,34
6062,54,53,54
6063,174,236,208
6064,89,88,85
6065,290,313,342
6066,252,237,255
6067,63,59,67
6068,44,37,46
6069,177,137,170
6070,107,135,110
6071,33,32,34
6072,33,21,24
6073,249,252,252
6074,43,64,45
6075,91,67,81
6076,182,163,169
6077,75,59,65
6078,81,87,77
6079,152,151,203
6080,141,147,166
6081,186,241,219
6082,119,115,116
6083,751,661,794
6084,154,133,141
6085,297,357,347
6086,133,113,141
6087,143,148,166
6088,211,199,240
6089,250,232,326
6090,215,155,227
6091,156,141,180
6092,173,192,188
6093,140,128,140
6094,194,114,154
6095,71,61,63
6096,139,157,143
6097,140,107,123
6098,287,288,271
6099,89,64,77
6100,104,102,104
6101,138,192,222
6102,303,308,324
6103,243,301,293
6104,104,85,95
6105,294,293,356
6106,237,198,223
6107,378,357,487
6108,185,140,197
6109,183,156,183
6110,269,223,322
6111,197,177,268
6112,307,201,391
6113,89,107,130
6114,311,312,302
6115,88,105,86
6116,164,105,144
6117,124,113,116
6118,296,218,216
6119,120,91,80
6120,74,72,63
6121,71,58,53
6122,212,200,178
6123,88,86,76
6124,137,108,102
6125,205,247,194
6126,157,145,146
6127,221,217,209
6128,57,52,52
6129,200,252,203
6130,73,51,49
6131,183,178,165
6132,283,259,251
6133,169,145,156
6134,106,66,80
6135,29,24,24
6136,94,110,79
6137,108,89,91
6138,42,27,28
6139,73,57,62
6140,132,174,142
6141,82,61,73
6142,112,110,117
6143,87,82,86
6144,95,94,88
6145,129,117,150
6146,113,114,123
6147,336,428,388
6148,92,79,85
6149,490,394,579
6150,124,110,125
6151,283,371,340
6152,94,77,83
6153,276,259,290
6154,148,126,160
6155,191,162,230
6156,163,104,171
6157,125,94,130
6158,178,191,177
6159,114,85,94
6160,72,44,62
6161,78,64,72
6162,97,96,93
6163,34,32,29
6164,62,69,57
6165,52,56,46
6166,27,33,29
6167,91,108,110
6168,269,307,260
6169,207,301,238
6170,71,85,71
6171,127,155,148
6172,22,23,20
6173,139,212,175
6174,35,35,28
6175,175,217,219
6176,237,234,246
6177,59,73,79
6178,58,42,49
6179,64,60,61
6180,28,45,29
6181,23,24,24
6182,23,21,21
6183,41,37,38
6184,75,91,73
6185,27,25,28
6186,89,90,100
6187,127,109,123
6188,127,254,206
6189,164,225,212
6190,195,246,245
