id,ad_ry_mean,md_ry_mean,bt_ry_mean
4663,109,120,109
4664,83,90,86
4665,316,273,340
4666,150,131,136
4667,112,95,103
4668,562,526,580
4669,351,297,318
4670,218,204,223
4671,479,411,458
4672,97,85,94
4673,834,770,810
4674,114,111,116
4675,760,717,771
4676,185,161,178
4677,350,316,331
4678,308,278,289
4679,783,714,762
4680,283,263,282
4681,267,243,271
4682,174,159,171
4683,298,269,299
4684,123,109,122
4685,176,152,166
4686,120,115,123
4687,475,475,479
4688,215,210,217
4689,73,78,69
4690,421,422,413
4691,347,331,337
4692,368,369,364
4693,502,535,508
4694,69,70,66
4695,1048,1133,1066
4696,150,158,150
4697,1027,1175,1142
4698,195,193,198
4699,412,415,375
4700,380,392,369
4701,1316,1487,1408
4702,242,254,252
4703,324,335,335
4704,278,282,262
4705,219,228,225
4706,191,194,189
4707,192,192,193
4708,83,86,85
4709,161,144,171
4710,392,371,406
4711,126,114,127
4712,70,65,75
4713,214,208,240
4714,660,644,660
4715,1521,1409,1524
4716,369,324,359
4717,2244,2203,2233
4718,1299,1258,1441
4719,1189,1125,1143
4720,301,260,326
4721,1127,1012,1098
4722,2179,2044,2222
4723,610,560,646
4724,290,287,304
4725,599,586,597
4726,257,228,281
4727,416,413,442
4728,117,107,120
4729,390,374,384
4730,349,337,371
4731,472,496,502
4732,184,191,198
4733,255,244,261
4734,59,55,55
4735,462,453,509
4736,197,218,235
4737,678,652,754
4738,188,174,193
4739,144,165,155
4740,82,77,84
4741,888,867,928
4742,223,217,236
4743,566,546,621
4744,469,414,481
4745,408,389,451
4746,138,140,157
4747,270,286,310
4748,177,173,179
4749,90,88,94
4750,101,100,102
4751,548,540,575
4752,81,78,88
4753,221,227,226
4754,113,102,109
4755,56,49,51
4756,60,54,58
4757,133,136,126
4758,108,103,104
4759,251,248,261
4760,48,46,48
4761,98,92,95
4762,27,29,26
4763,312,292,312
4764,55,53,50
4765,188,179,193
4766,177,176,191
4767,251,248,251
4768,61,60,59
4769,108,110,101
4770,53,53,51
4771,35,32,35
4772,53,52,48
4773,87,93,93
4774,33,30,31
4775,208,185,202
4776,77,85,89
4777,115,114,114
4778,396,384,416
4779,262,286,283
4780,211,199,203
4781,887,860,889
4782,212,195,201
4783,1637,1548,1588
4784,318,318,320
4785,791,787,767
4786,287,269,274
4787,699,704,676
4788,360,340,361
4789,708,692,686
4790,431,436,443
4791,359,331,349
4792,624,584,621
4793,343,310,343
4794,286,253,280
4795,151,145,161
4796,130,137,128
4797,114,108,112
4798,235,229,235
4799,361,347,351
4800,324,340,352
4801,417,444,425
4802,166,172,165
4803,624,658,619
4804,264,255,261
4805,1248,1329,1336
4806,229,229,230
4807,487,498,514
4808,195,202,204
4809,844,931,898
4810,513,547,519
4811,438,470,481
4812,720,777,733
4813,386,411,411
4814,228,228,243
4815,577,630,592
4816,290,275,295
4817,375,394,379
4818,286,280,289
4819,44,39,48
4820,83,78,88
4821,80,68,76
4822,37,35,37
4823,124,117,147
4824,89,87,107
4825,193,169,200
4826,65,58,69
4827,476,428,503
4828,86,80,94
4829,345,305,360
4830,118,110,118
4831,176,156,181
4832,212,173,224
4833,292,267,307
4834,88,79,91
4835,128,123,141
4836,120,106,128
4837,107,103,109
4838,58,48,60
4839,53,45,55
4840,59,56,60
4841,192,185,188
4842,202,205,210
4843,240,318,281
4844,197,183,195
4845,558,569,546
4846,516,522,524
4847,1949,2083,1940
4848,751,851,733
4849,6023,6736,5955
4850,1535,1531,1573
4851,1926,1973,1806
4852,951,935,941
4853,1939,2016,2022
4854,1519,1557,1446
4855,1223,1272,1169
4856,902,977,882
4857,1002,1103,1001
4858,883,967,1009
4859,1450,1595,1426
4860,333,314,340
4861,248,257,256
4862,668,676,639
4863,201,171,211
4864,203,181,218
4865,220,215,241
4866,201,183,210
4867,229,228,232
4868,225,235,259
4869,695,702,697
4870,269,268,321
4871,1871,1615,1884
4872,163,172,199
4873,574,545,588
4874,220,219,259
4875,672,679,714
4876,791,795,776
4877,534,502,532
4878,670,634,661
4879,390,404,435
4880,270,277,314
4881,504,486,577
4882,111,104,120
4883,217,212,239
4884,371,373,441
4885,135,136,150
4886,261,265,256
4887,216,209,205
4888,107,110,116
4889,235,256,257
4890,322,332,334
4891,663,642,679
4892,253,259,242
4893,1755,1739,1840
4894,238,247,239
4895,809,804,848
4896,272,289,282
4897,629,592,609
4898,677,670,702
4899,785,783,783
4900,567,612,603
4901,314,316,324
4902,367,361,373
4903,401,412,430
4904,131,129,116
4905,208,212,206
4906,254,270,252
4907,117,104,119
4908,13,12,12
4909,29,26,26
4910,141,136,136
4911,31,26,29
4912,45,45,43
4913,240,236,246
4914,54,62,59
4915,585,555,602
4916,16,14,17
4917,256,240,260
4918,29,28,30
4919,193,176,196
4920,97,98,98
4921,305,300,315
4922,40,41,37
4923,25,23,24
4924,39,36,42
4925,87,91,95
4926,17,14,15
4927,23,20,24
4928,31,29,32
4929,136,123,133
4930,174,187,170
4931,115,120,109
4932,96,93,96
4933,212,207,211
4934,185,188,180
4935,537,522,518
4936,147,151,152
4937,2565,2387,2397
4938,210,222,209
4939,542,514,530
4940,206,197,194
4941,502,481,487
4942,357,311,323
4943,667,612,641
4944,317,330,342
4945,283,270,279
4946,378,365,378
4947,303,272,300
4948,105,105,104
4949,116,119,114
4950,133,127,136
4951,231,233,244
4952,86,91,91
4953,142,144,142
4954,215,208,208
4955,185,196,203
4956,216,212,213
4957,686,718,685
4958,245,235,234
4959,1737,1922,1673
4960,96,102,92
4961,693,707,693
4962,134,133,144
4963,648,643,596
4964,465,471,460
4965,951,977,927
4966,290,327,303
4967,305,331,314
4968,285,296,288
4969,713,786,691
4970,107,115,107
4971,150,149,154
4972,331,333,330
4973,165,190,155
4974,51,55,51
4975,43,45,40
4976,185,201,179
4977,165,176,151
4978,84,94,84
4979,174,173,155
4980,35,36,35
4981,244,249,225
4982,33,42,36
4983,175,172,162
4984,46,54,48
4985,114,118,107
4986,105,114,93
4987,102,115,90
4988,85,93,79
4989,88,105,83
4990,66,72,65
4991,76,85,72
4992,82,90,83
4993,84,84,69
4994,56,60,54
4995,59,44,60
4996,41,35,39
4997,43,36,40
4998,13,11,14
4999,69,53,62
5000,146,129,152
5001,212,173,195
5002,50,43,47
5003,149,116,151
5004,27,25,31
5005,275,232,265
5006,109,98,106
5007,172,140,148
5008,219,180,207
5009,279,233,264
5010,94,69,93
5011,104,75,103
5012,67,56,66
5013,33,29,36
5014,21,17,19
5015,42,36,42
5016,30,29,28
5017,24,22,20
5018,36,40,32
5019,35,35,32
5020,23,24,23
5021,48,47,44
5022,93,82,95
5023,165,141,174
5024,20,20,18
5025,97,79,92
5026,19,20,18
5027,163,144,180
5028,53,56,47
5029,195,165,211
5030,163,142,187
5031,194,158,201
5032,74,63,73
5033,98,83,100
5034,34,31,31
5035,65,74,73
5036,16,18,16
5037,57,51,46
5038,34,27,37
5039,120,124,137
5040,59,61,64
5041,43,43,41
5042,67,56,63
5043,264,260,269
5044,313,334,348
5045,414,422,423
5046,75,81,80
5047,569,606,630
5048,88,102,98
5049,1006,974,976
5050,202,205,217
5051,304,307,306
5052,785,799,812
5053,709,699,716
5054,187,175,192
5055,243,235,240
5056,192,188,218
5057,85,85,93
5058,122,102,127
5059,100,101,122
5060,43,40,41
5061,30,27,29
5062,83,73,80
5063,201,164,195
5064,14,11,13
5065,167,152,159
5066,106,95,105
5067,680,621,683
5068,415,359,413
5069,194,169,182
5070,95,93,104
5071,162,144,159
5072,86,67,73
5073,879,881,860
5074,286,287,335
5075,179,175,183
5076,79,66,74
5077,106,100,108
5078,119,99,117
5079,416,334,402
5080,34,32,34
5081,157,133,146
5082,231,178,196
5083,113,117,128
5084,83,90,93
5085,89,85,95
5086,90,87,84
5087,149,154,156
5088,339,345,310
5089,391,414,371
5090,99,96,111
5091,269,278,244
5092,54,58,63
5093,537,536,479
5094,185,178,198
5095,408,404,370
5096,540,544,514
5097,663,617,602
5098,189,194,201
5099,173,179,197
5100,106,92,115
5101,80,82,81
5102,84,80,85
5103,114,112,122
5104,58,52,63
5105,83,88,83
5106,108,107,104
5107,34,32,33
5108,29,29,30
5109,143,149,160
5110,165,174,180
5111,389,410,402
5112,59,50,57
5113,272,241,277
5114,80,84,91
5115,472,512,499
5116,121,119,124
5117,389,398,402
5118,315,320,328
5119,306,301,323
5120,99,109,116
5121,113,120,121
5122,145,138,144
5123,55,53,55
5124,76,73,82
5125,90,89,92
5126,39,41,38
5149,220,246,254
5150,141,148,141
5151,39,40,41
5152,59,57,60
5153,398,406,390
5154,453,473,468
5155,377,404,403
5156,48,49,48
5157,950,1021,988
5158,134,160,150
5159,874,916,931
5160,226,241,242
5161,347,384,346
5162,450,495,460
5163,708,733,690
5164,248,253,262
5165,249,254,250
5166,324,354,348
5167,84,88,84
5168,208,223,212
5169,117,120,122
5170,59,58,58
5171,178,198,179
5172,198,214,189
5173,136,142,130
5174,263,265,240
5175,288,317,300
5176,155,166,158
5177,417,451,415
5178,108,111,108
5179,622,650,618
5180,124,130,115
5181,347,374,345
5182,118,133,119
5183,385,414,370
5184,329,353,314
5185,274,276,273
5186,174,191,177
5187,203,229,218
5188,117,128,118
5189,183,203,191
5190,233,254,218
5191,140,155,144
5192,178,203,173
5193,107,96,106
5194,117,121,118
5195,83,92,83
5196,44,47,43
5197,200,196,214
5198,470,453,471
5199,482,521,569
5200,119,114,122
5201,469,479,511
5202,149,177,187
5203,568,598,638
5204,167,164,186
5205,354,368,336
5206,784,760,796
5207,226,231,223
5208,147,140,144
5209,345,363,375
5210,178,163,193
5211,87,95,91
5212,140,152,161
5213,259,264,249
5214,58,62,62
5215,20,15,17
5216,36,30,33
5217,59,51,58
5218,15,12,12
5219,43,38,35
5220,73,51,58
5221,183,183,188
5222,43,39,43
5223,29,25,28
5224,12,9,10
5225,43,38,38
5226,45,40,41
5227,99,88,97
5228,147,145,146
5229,38,34,32
5230,58,42,56
5231,170,139,169
5232,15,14,14
5233,36,35,37
5234,32,28,29
5235,130,106,122
5236,47,35,41
5237,59,60,60
5238,168,188,183
5239,173,202,180
5240,51,55,51
5241,537,545,531
5242,169,199,194
5243,446,489,490
5244,386,418,422
5245,342,333,328
5246,107,107,110
5247,369,390,396
5248,152,155,148
5249,985,967,1002
5250,592,616,648
5251,228,242,251
5252,128,139,141
5253,251,291,272
5254,98,112,102
5255,96,98,97
5256,358,388,353
5257,327,392,336
5258,91,84,78
5259,158,163,167
5260,379,413,411
5261,317,340,301
5262,125,115,132
5263,681,731,693
5264,381,389,378
5265,616,698,680
5266,277,309,295
5267,735,830,721
5268,158,163,170
5269,823,904,806
5270,182,192,200
5271,859,941,862
5272,901,960,879
5273,618,657,620
5274,255,258,267
5275,530,579,561
5276,174,184,176
5277,144,152,155
5278,621,662,658
5279,416,432,416
5280,136,138,134
5281,30,27,35
5282,523,476,562
5283,46,42,50
5284,110,101,115
5285,260,240,266
5286,87,70,83
5287,319,254,303
5288,83,71,84
5289,442,377,425
5290,24,21,27
5291,460,313,402
5292,55,48,59
5293,590,465,572
5294,490,382,495
5295,274,212,260
5296,213,175,214
5297,159,142,161
5298,87,68,86
5299,148,135,158
5300,347,311,339
5301,129,108,126
5302,39,38,40
5303,39,39,41
5304,84,77,82
5305,56,45,57
5306,37,36,38
5307,260,248,255
5308,95,91,116
5309,204,175,207
5310,76,62,72
5311,148,123,146
5312,88,74,89
5313,276,256,278
5314,69,59,68
5315,407,357,394
5316,232,215,234
5317,131,117,127
5318,38,36,40
5319,109,102,124
5320,48,39,51
5321,23,20,23
5322,489,481,531
5323,202,198,192
5324,12,11,12
5325,342,320,372
5326,34,36,34
5327,42,39,36
5328,23,25,26
5329,142,145,143
5330,183,178,190
5331,228,224,227
5332,64,60,63
5333,227,224,234
5334,63,69,67
5335,523,460,491
5336,125,138,121
5337,171,165,152
5338,470,448,447
5339,207,175,188
5340,118,124,118
5341,154,148,144
5342,64,54,64
5343,39,38,36
5344,32,33,29
5345,70,59,59
5346,13,14,14
5347,107,110,100
5348,87,91,90
5349,69,70,77
5350,69,62,66
5351,182,194,176
5352,154,162,164
5353,146,162,147
5354,40,38,41
5355,432,406,444
5356,142,148,160
5357,338,316,328
5358,88,90,96
5359,117,120,122
5360,124,132,127
5361,298,290,277
5362,174,172,169
5363,212,234,239
5364,90,96,101
5365,94,101,108
5366,90,90,96
5367,188,205,200
5368,69,77,79
5369,198,201,165
5370,233,234,203
5371,232,194,181
5372,94,75,71
5373,313,289,332
5374,264,212,211
5375,445,475,488
5376,283,230,237
5377,491,581,512
5378,358,347,296
5379,387,437,390
5380,261,234,207
5381,482,552,574
5382,709,758,816
5383,256,278,266
5384,594,577,458
5385,279,345,252
5386,204,216,172
5387,258,253,227
5388,197,163,153
5389,228,205,193
5390,134,106,101
5391,45,41,37
5392,169,141,124
5393,151,121,119
5394,65,47,46
5395,246,225,225
5396,116,92,100
5397,488,556,473
5398,335,300,249
5399,990,1220,985
5400,276,287,215
5401,323,312,305
5402,138,117,106
5403,373,376,404
5404,291,277,307
5405,253,219,246
5406,184,144,163
5407,190,167,166
5408,334,261,273
5409,487,328,356
5410,127,91,93
5411,150,105,119
5412,289,217,195
5413,43,35,31
5414,225,227,177
5415,51,46,35
5416,3,4,3
5417,185,226,149
5418,90,83,62
5419,119,158,112
5420,119,111,85
5421,221,241,266
5422,46,35,32
5423,226,254,255
5424,159,128,133
5425,190,242,165
5426,212,276,192
5427,152,178,132
5428,62,50,53
5429,77,69,63
5430,64,50,46
5431,49,34,38
5432,155,151,128
5433,79,71,58
5434,42,35,27
5435,482,338,370
5436,140,70,96
5437,224,120,138
5438,278,174,195
5439,368,253,291
5440,641,425,550
5441,692,765,621
5442,206,209,154
5443,363,378,366
5444,181,147,117
5445,919,658,809
5446,327,249,276
5447,392,321,422
5448,659,512,682
5449,557,401,514
5450,323,211,255
5451,388,250,304
5452,209,133,150
5453,155,113,123
5454,137,87,87
5455,218,155,155
5456,61,38,43
5457,411,328,311
5458,155,120,111
5459,173,132,111
5460,49,32,30
5461,545,362,495
5462,909,534,726
5463,1112,735,1020
5464,261,145,187
5465,354,337,381
5466,274,175,186
5467,1485,1150,1267
5468,452,310,326
5469,364,328,366
5470,794,594,832
5471,764,565,788
5472,472,416,409
5473,492,451,448
5474,279,243,209
5475,138,118,114
5476,163,111,104
5477,194,150,144
5478,69,44,44
5479,7,7,8
5480,36,39,30
5481,89,83,86
5482,28,22,21
5483,120,128,112
5484,45,49,44
5485,115,211,153
5486,217,251,217
5487,34,58,42
5488,38,46,32
5489,59,85,71
5490,49,48,37
5491,309,408,403
5492,161,184,185
5493,34,30,33
5494,47,36,43
5495,55,52,50
5496,40,30,31
5497,43,38,36
5498,50,38,45
5499,60,58,59
5500,25,21,22
5501,43,38,30
5502,84,94,74
5503,85,83,75
5504,48,39,31
5505,150,165,121
5506,56,55,41
5507,346,384,326
5508,219,213,165
5509,991,1006,1177
5510,220,182,188
5511,98,108,113
5512,105,78,91
5513,407,457,414
5514,285,328,290
5515,78,72,63
5516,177,158,144
5517,276,239,269
5518,114,101,97
5519,49,37,38
5520,102,81,91
5521,143,106,100
5522,35,26,23
5523,122,67,70
5524,290,215,225
5525,196,102,127
5526,65,33,42
5527,379,318,367
5528,299,185,222
5529,238,326,195
5530,131,134,95
5531,242,321,255
5532,217,174,137
5533,390,268,418
5534,211,128,186
5535,236,185,288
5536,374,318,481
5537,272,205,295
5538,234,149,199
5539,262,187,243
5540,152,92,118
5541,115,79,107
5542,227,141,182
5543,160,115,133
5544,117,81,96
5545,145,126,138
5546,419,421,406
5547,106,75,76
5548,61,39,46
5549,372,323,410
5550,368,273,332
5551,809,671,836
5552,305,213,266
5553,825,983,980
5554,732,575,622
5555,622,677,632
5556,251,204,212
5557,410,431,470
5558,870,778,991
5559,363,331,411
5560,344,375,379
5561,478,499,464
5562,227,228,234
5563,183,181,178
5564,196,157,169
5565,284,242,247
5566,383,295,311
5567,145,128,105
5568,167,153,140
5569,290,256,247
5570,19,18,13
5571,493,483,424
5572,149,146,134
5573,453,589,468
5574,160,179,132
5575,67,83,63
5576,78,85,62
5577,193,236,196
5578,147,143,123
5579,400,433,440
5580,286,319,302
5581,119,126,116
5582,77,68,72
5583,286,283,266
5584,172,156,167
5585,49,40,35
5586,45,37,34
5587,269,248,239
5588,44,32,27
5589,158,128,127
5590,203,170,160
5591,95,76,66
5592,120,84,74
5593,293,247,250
5594,214,196,187
5595,330,293,308
5596,175,132,128
5597,1681,1575,2162
5598,262,220,232
5599,447,393,527
5600,224,173,203
5601,229,233,230
5602,321,313,326
5603,468,411,453
5604,469,358,403
5605,416,288,358
5606,319,223,247
5607,363,264,267
5608,288,216,229
5609,146,95,114
5610,153,104,98
5611,300,223,260
5612,470,301,378
5613,185,108,124
5614,203,111,125
5615,553,408,488
5616,556,358,475
5617,617,696,588
5618,250,262,201
5619,1764,2400,2185
5620,420,437,338
5621,1164,872,1176
5622,367,235,327
5623,506,445,555
5624,917,748,936
5625,1105,793,1105
5626,963,624,893
5627,470,313,414
5628,511,345,425
5629,405,308,343
5630,312,236,260
5631,349,248,289
5632,225,144,154
5633,166,157,119
5634,45,54,37
5635,107,106,77
5636,271,227,185
5637,101,80,87
5638,147,118,105
5639,257,228,235
5640,205,154,137
5641,371,448,382
5642,47,47,39
5643,220,277,219
5644,89,85,62
5645,276,271,252
5646,233,246,260
5647,271,261,257
5648,163,213,143
5649,51,75,44
5650,115,132,92
5651,196,207,151
5652,62,59,50
5653,89,90,67
5654,197,155,132
5655,102,84,86
5656,126,97,99
5657,97,69,79
5658,123,85,93
5659,209,182,201
5660,125,99,124
5661,381,460,443
5662,145,144,135
5663,1012,1485,1413
5664,168,185,154
5665,274,293,341
5666,121,94,112
5667,383,414,473
5668,225,243,278
5669,324,326,364
5670,273,223,245
5671,245,204,214
5672,294,232,286
5673,161,113,140
5674,109,69,79
5675,129,97,109
5676,87,61,65
5677,65,59,52
5678,71,83,57
5679,84,81,61
5680,57,51,41
5681,155,165,130
5682,317,313,278
5683,267,296,241
5684,123,107,86
5685,182,189,214
5686,30,23,21
5687,173,191,175
5688,33,29,27
5689,217,230,198
5690,258,279,252
5691,113,105,91
5692,75,70,67
5693,102,89,90
5694,49,30,38
5695,43,32,31
5696,42,25,29
5697,56,49,46
5698,88,69,62
5699,63,50,44
5700,102,92,85
5701,164,105,123
5702,2,1,1
5703,3,1,1
5704,216,191,204
5705,530,537,499
5706,459,572,543
5707,154,155,120
5708,346,428,400
5709,115,81,87
5710,180,167,223
5711,104,83,90
5712,308,293,374
5713,421,315,449
5714,163,141,174
5715,169,118,153
5716,187,142,178
5717,109,90,112
5718,37,28,31
5719,96,74,76
5720,107,79,87
5721,63,80,63
5722,22,26,27
5723,421,503,454
5724,132,161,142
5725,2,2,2
5726,1,1,2
5727,396,430,435
5728,207,202,242
5729,226,286,270
5730,162,177,155
5731,293,404,341
5732,139,178,135
5733,99,129,139
5734,207,230,231
5735,203,257,274
5736,370,513,488
5737,205,288,243
5738,290,393,355
5739,608,727,660
5740,107,150,129
5741,85,90,76
5742,210,222,192
5743,237,256,244
5744,41,41,34
5745,116,112,142
5746,87,85,98
5747,90,81,83
5748,94,60,91
5749,360,515,473
5750,180,232,227
5751,262,428,377
5752,104,134,111
5753,508,811,805
5754,209,193,194
5755,257,374,403
5756,244,260,298
5757,261,405,387
5758,301,391,466
5759,203,272,306
5760,260,267,304
5761,241,212,247
5762,256,222,272
5763,174,151,197
5764,163,109,135
5765,128,127,136
5766,68,63,68
5767,14,24,17
5768,93,137,99
5769,105,107,88
5770,26,28,26
5771,250,338,280
5772,101,133,95
5773,202,267,260
5774,215,244,247
5775,163,193,192
5776,105,111,111
5777,105,165,113
5778,99,102,89
5779,234,352,289
5780,197,276,217
5781,73,100,101
5782,92,87,96
5783,200,207,199
5784,54,55,58
5785,71,72,65
5786,141,125,138
5787,164,184,146
5788,66,63,63
5789,37,36,35
5790,77,88,82
5791,62,67,60
5792,3,2,3
5793,78,137,82
5794,88,139,94
5795,74,129,81
5796,39,67,43
5797,129,194,166
5798,53,54,55
5799,61,80,87
5800,98,115,107
5801,54,72,68
5802,60,96,76
5803,64,79,72
5804,76,87,88
5805,129,167,154
5806,60,70,71
5807,31,33,34
5808,41,42,39
5809,69,108,68
5810,32,45,27
5811,27,28,30
5812,74,80,66
5813,236,253,234
5814,14,9,11
5815,208,224,223
5816,207,206,225
5817,914,1174,1138
5818,440,457,386
5819,182,236,204
5820,117,127,98
5821,219,280,257
5822,113,110,114
5823,578,751,767
5824,450,615,532
5825,65,83,77
5826,113,158,131
5827,94,130,110
5828,121,157,129
5829,159,158,128
5830,46,43,45
5831,122,128,112
5832,80,75,65
5833,572,481,514
5834,161,148,143
5835,162,145,126
5836,79,57,62
5837,415,477,426
5838,468,543,483
5839,368,466,449
5840,173,195,155
5841,384,485,459
5842,173,175,171
5843,1195,1434,1509
5844,331,337,353
5845,219,293,271
5846,512,482,597
5847,526,506,493
5848,385,424,394
5849,328,326,299
5850,173,152,148
5851,76,68,73
5852,173,138,142
5853,146,131,136
5854,29,23,21
5855,114,140,109
5856,174,175,143
5857,135,108,116
5858,74,57,63
5859,222,247,253
5860,157,147,158
5861,221,266,313
5862,114,102,107
5863,245,288,308
5864,191,185,179
5865,292,324,388
5866,121,106,117
5867,374,440,494
5868,525,632,712
5869,160,183,214
5870,330,292,297
5871,190,167,189
5872,140,97,116
5873,141,137,144
5874,143,117,126
5875,179,146,163
5876,109,70,86
5877,28,21,24
5878,127,120,120
5879,130,114,127
5880,44,27,32
5881,165,220,170
5882,85,97,74
5883,335,439,350
5884,230,245,190
5885,842,641,1108
5886,220,167,215
5887,279,286,349
5888,99,74,83
5889,346,288,378
5890,225,198,244
5891,179,133,157
5892,112,88,106
5893,119,109,124
5894,223,183,229
5895,448,349,429
5896,69,57,62
5897,105,112,84
5898,302,306,235
5899,22,21,15
5900,110,105,69
5901,31,19,16
5902,2,2,2
5903,93,100,78
5904,50,40,35
5905,53,63,48
5906,54,48,38
5907,71,92,71
5908,20,25,18
5909,108,110,109
5910,58,48,40
5911,123,118,112
5912,96,127,100
5913,64,85,67
5914,37,41,27
5915,44,54,31
5916,33,40,21
5917,28,29,21
5918,89,83,53
5919,42,46,34
5920,25,20,14
5921,291,193,194
5922,86,59,64
5923,95,64,66
5924,152,94,112
5925,180,168,166
5926,385,322,281
5927,377,391,370
5928,140,113,111
5929,202,191,187
5930,111,78,72
5931,714,748,720
5932,218,155,147
5933,294,267,279
5934,413,349,388
5935,326,294,329
5936,186,128,139
5937,210,139,154
5938,122,84,93
5939,78,52,61
5940,107,64,73
5941,106,70,72
5942,41,38,32
5943,255,176,155
5944,100,74,76
5945,107,63,70
5946,31,18,18
5947,345,251,342
5948,603,464,499
5949,674,456,723
5950,198,102,151
5951,255,171,283
5952,249,132,174
5953,1086,838,983
5954,306,182,243
5955,290,262,336
5956,520,455,606
5957,436,333,476
5958,294,188,219
5959,331,224,264
5960,236,128,168
5961,86,53,62
5962,109,61,75
5963,173,113,128
5964,60,33,39
5965,3,2,2
5966,34,32,24
5967,63,55,51
5968,19,11,12
5969,76,94,66
5970,48,60,36
5971,76,130,72
5972,142,157,110
5973,23,19,24
5974,27,20,20
5975,45,50,53
5976,26,21,19
5977,277,246,246
5978,88,103,79
5979,18,16,17
5980,26,22,17
5981,32,32,28
5982,27,18,19
5983,36,29,33
5984,29,25,22
5985,40,55,36
5986,29,30,20
5987,23,24,16
5988,70,60,46
5989,52,41,39
5990,32,17,18
5991,99,80,78
5992,39,26,26
5993,207,243,194
5994,120,105,87
5995,545,713,566
5996,159,123,97
5997,73,67,72
5998,63,48,46
5999,365,328,350
6000,202,251,191
6001,43,48,45
6002,113,112,83
6003,134,124,94
6004,63,69,52
6005,24,24,20
6006,63,49,41
6007,77,69,52
6008,27,22,17
6009,62,40,45
6010,240,186,180
6011,138,88,90
6012,50,29,36
6013,279,321,270
6014,204,217,154
6015,145,197,160
6016,116,99,79
6017,124,164,169
6018,131,91,88
6019,281,348,323
6020,119,100,91
6021,259,251,282
6022,273,247,285
6023,174,172,200
6024,166,114,131
6025,170,124,108
6026,131,83,77
6027,80,53,60
6028,177,108,102
6029,105,88,76
6030,109,80,73
6031,116,69,69
6032,686,490,465
6033,118,67,65
6034,51,24,27
6035,365,292,318
6036,550,372,378
6037,852,642,827
6038,438,233,297
6039,642,514,700
6040,973,526,616
6041,785,614,667
6042,345,198,227
6043,524,448,463
6044,943,828,864
6045,460,333,439
6046,444,271,337
6047,609,368,417
6048,347,156,235
6049,232,148,163
6050,244,149,161
6051,432,272,293
6052,469,215,301
6053,115,73,79
6054,120,95,105
6055,256,187,200
6056,13,8,6
6057,294,365,268
6058,94,100,70
6059,327,429,294
6060,129,147,103
6061,40,33,41
6062,46,35,40
6063,174,166,192
6064,92,69,78
6065,385,301,314
6066,241,208,214
6067,69,54,55
6068,36,27,33
6069,218,168,183
6070,106,84,93
6071,36,28,32
6072,31,18,19
6073,203,271,211
6074,37,43,31
6075,79,90,68
6076,127,126,105
6077,68,56,55
6078,59,37,40
6079,142,143,142
6080,130,104,127
6081,187,222,194
6082,93,82,82
6083,1029,1447,1270
6084,133,128,111
6085,269,291,321
6086,111,88,95
6087,149,162,180
6088,202,297,228
6089,246,323,306
6090,211,206,174
6091,202,204,173
6092,188,196,154
6093,198,181,152
6094,124,114,105
6095,82,76,73
6096,87,96,85
6097,226,219,214
6098,330,283,294
6099,124,94,99
6100,147,117,127
6101,414,473,480
6102,365,378,357
6103,500,605,589
6104,189,179,179
6105,1210,1545,1608
6106,374,308,298
6107,1006,1139,1224
6108,264,213,229
6109,551,556,689
6110,697,647,821
6111,710,680,817
6112,708,661,675
6113,376,320,375
6114,430,365,399
6115,345,275,319
6116,263,205,210
6117,207,182,188
6118,190,159,170
6119,80,92,68
6120,30,32,26
6121,48,43,35
6122,157,133,115
6123,60,70,62
6124,89,92,69
6125,140,150,160
6126,94,86,80
6127,195,243,242
6128,25,22,20
6129,146,166,137
6130,38,34,35
6131,155,173,145
6132,154,163,156
6133,131,131,137
6134,57,61,56
6135,35,35,33
6136,59,56,54
6137,102,100,78
6138,34,26,31
6139,58,63,46
6140,86,72,66
6141,90,62,80
6142,108,90,108
6143,86,65,80
6144,99,68,89
6145,116,148,123
6146,121,134,108
6147,307,429,347
6148,129,141,108
6149,763,700,1177
6150,145,100,152
6151,273,264,396
6152,102,78,116
6153,397,320,443
6154,188,184,222
6155,230,206,269
6156,201,151,181
6157,172,141,181
6158,223,172,235
6159,160,122,158
6160,62,49,60
6161,75,93,82
6162,59,74,59
6163,41,47,33
6164,52,63,44
6165,50,51,41
6166,26,23,23
6167,83,106,93
6168,237,253,234
6169,171,263,176
6170,67,74,59
6171,119,178,138
6172,17,21,18
6173,127,170,165
6174,25,25,25
6175,175,216,232
6176,195,326,270
6177,69,96,84
6178,51,71,50
6179,67,95,75
6180,25,35,23
6181,28,36,28
6182,26,29,21
6183,40,51,36
6184,63,67,59
6185,31,29,27
6186,66,73,66
6187,92,85,90
6188,110,117,129
6189,455,656,448
6190,202,394,306
6191,63,100,76
6192,123,237,184
6193,65,76,59
6194,75,118,112
6195,60,72,60
6196,162,249,246
6197,205,308,296
6198,73,77,108
6199,81,84,100
6200,84,112,96
6201,49,46,43
6202,28,24,25
6203,66,58,51
6204,44,43,41
6205,50,65,59
6206,17,18,15
6207,431,414,361
6208,87,103,87
6209,2,2,2
6210,247,273,272
6211,158,149,135
6212,150,151,147
6213,109,99,112
6214,182,190,219
6215,110,110,97
6216,78,86,95
6217,130,113,107
6218,163,172,167
6219,215,224,227
6220,125,129,135
6221,163,153,162
6222,359,321,295
6223,94,93,86
